n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,category
0.052932821214199066,0.4961831569671631,0.02765878103673458,0.04033035784959793,0.6341589689254761,0.33745265007019043,0.03298848867416382,0.02084476687014103,0.03996727615594864,0.026791151612997055,1.2566065788269043,0.17037762701511383,0.024166127666831017,0.03827483952045441,0.8073681592941284,0.12135424464941025,0.9522199630737305,0.16559885442256927,0.03433162346482277,0.14875797927379608,0.9463147521018982,1
0.08461399376392365,0.17425379157066345,0.23693767189979553,0.0012453512754291296,0.7840667366981506,0.14765600860118866,0.2782372832298279,0.012678657658398151,0.022016972303390503,0.09104347229003906,1.0283933877944946,0.43748658895492554,0.05683084577322006,0.06504374742507935,0.06761609762907028,0.20743148028850555,1.0710668563842773,0.0063001848757267,0.11266999691724777,0.04431389272212982,0.7286109328269958,0
0.07849739491939545,0.19030635058879852,0.12700510025024414,0.02067611739039421,0.5430554747581482,0.3977892994880676,0.2696526050567627,0.08165141940116882,0.009685368277132511,0.011233394034206867,0.8575922250747681,0.48223045468330383,0.10146966576576233,0.042099207639694214,0.26246166229248047,0.33492931723594666,1.006136417388916,0.11645907908678055,0.18934860825538635,0.026626046746969223,0.5730408430099487,1
0.2744068503379822,0.4060249626636505,0.2469758540391922,0.09245440363883972,0.5837910771369934,0.04007219150662422,0.2842613756656647,0.058703843504190445,0.18466685712337494,0.05062735825777054,0.8805050849914551,0.22274912893772125,0.3191945254802704,0.04729294031858444,0.12824611365795135,0.3070144057273865,2.431774616241455,0.10776156932115555,0.09891576319932938,0.2627995014190674,0.44040170311927795,1
0.1344248652458191,0.04716921225190163,0.17407208681106567,0.026758529245853424,0.6277684569358826,0.021116644144058228,0.3718859851360321,0.020125987008213997,0.09171693027019501,0.11199358850717545,0.7977913022041321,0.9994196891784668,0.4880002439022064,0.06126329302787781,0.007751175668090582,0.380206823348999,1.164563775062561,0.037837352603673935,0.16334296762943268,0.15113523602485657,0.2597569227218628,0
0.08332137763500214,0.24972723424434662,0.1641867607831955,0.014609551057219505,0.37855780124664307,0.1826440393924713,0.27874675393104553,0.0033313054591417313,0.04496637359261513,0.032194726169109344,0.5293426513671875,0.7542437314987183,0.29106274247169495,0.088504858314991,0.0017439080402255058,0.7028622031211853,1.2842808961868286,0.004620351828634739,0.4940856099128723,0.11108670383691788,0.11061659455299377,0
0.10438080132007599,0.24182581901550293,0.03285763040184975,0.011295583099126816,0.46766382455825806,0.06212737783789635,0.20599700510501862,0.026932507753372192,0.2815694212913513,0.1169806569814682,0.5571041703224182,0.5327647924423218,0.14051157236099243,0.10172442346811295,0.21411444246768951,0.2304670512676239,1.347452163696289,0.07615119963884354,0.06816226989030838,0.039343781769275665,1.1594704389572144,0
0.07161080837249756,0.27011963725090027,0.05135391652584076,0.009125210344791412,0.6782200336456299,0.181985542178154,0.06974107772111893,0.11747057735919952,0.10084332525730133,0.11170388758182526,1.2067432403564453,0.18987952172756195,0.07029450684785843,0.012498208321630955,1.0250595808029175,0.12901417911052704,0.8757294416427612,0.09247158467769623,0.03663095086812973,0.08339501172304153,1.0697236061096191,1
0.07889951765537262,0.10028861463069916,0.18703576922416687,0.03883503004908562,0.4302246868610382,0.2122119963169098,0.10333430022001266,0.0027212039567530155,0.1061975434422493,0.06481349468231201,0.3626103699207306,0.43699440360069275,0.2768251597881317,0.19232000410556793,0.05088905245065689,0.6834939122200012,1.170479416847229,0.0025692586787045,0.3185175955295563,0.05865275859832764,0.12493838369846344,0
0.09373322129249573,0.2584381401538849,0.3162376284599304,0.00920206680893898,0.62021404504776,0.009302892722189426,0.377293199300766,0.011257152073085308,0.03835343196988106,0.04257263243198395,0.5679233074188232,0.7300079464912415,0.6637488007545471,0.08299321681261063,0.03634144738316536,0.6403311491012573,1.5061750411987305,0.1041705533862114,0.22144417464733124,0.0680418312549591,0.24064293503761292,0
0.06900583207607269,0.06124264374375343,0.06791220605373383,0.02545161359012127,0.22571435570716858,0.2729576826095581,0.18955384194850922,0.03850577771663666,0.19415943324565887,0.0531916581094265,0.17999684810638428,0.4472540020942688,0.18342134356498718,0.024690356105566025,0.17767246067523956,0.2746812403202057,0.5025414824485779,0.011810163967311382,0.4203019440174103,0.010473839938640594,0.37517470121383667,0
0.05587376654148102,0.09970273077487946,0.21711194515228271,0.002045317552983761,0.6091281771659851,0.21479712426662445,0.38540154695510864,0.011018626391887665,0.06041170284152031,0.05533568561077118,0.8492507338523865,0.5056098103523254,0.11049074679613113,0.07000464200973511,0.058098193258047104,0.29403507709503174,1.0986058712005615,0.020368317142128944,0.13198047876358032,0.03426250070333481,0.7648270130157471,0
0.18002010881900787,0.5259609222412109,0.16462907195091248,0.026340071111917496,0.7669552564620972,0.12802653014659882,0.33129432797431946,0.025363437831401825,0.08871239423751831,0.49418899416923523,0.7021762728691101,0.6737667918205261,0.17120175063610077,0.26709166169166565,0.04471651092171669,0.7389488220214844,1.5887237787246704,0.06822092831134796,0.46746009588241577,0.1283157765865326,0.09410639107227325,0
0.3332270085811615,0.23539017140865326,0.1906299889087677,0.03726048767566681,0.5323870778083801,0.33580246567726135,0.18031221628189087,0.013385424390435219,0.24106159806251526,0.47415807843208313,0.2795852720737457,0.3675738275051117,0.17260974645614624,0.060509614646434784,0.017781510949134827,0.5033181309700012,0.918116569519043,0.01629183068871498,0.523389458656311,0.06945230811834335,0.07723982632160187,0
0.14641115069389343,0.39912769198417664,0.37453046441078186,0.019395694136619568,0.5802962183952332,0.03548934683203697,0.31864163279533386,0.0024522184394299984,0.01755758933722973,0.14018404483795166,0.8516238927841187,0.7013300061225891,0.255319744348526,0.09377427399158478,0.05335564166307449,0.7455056309700012,1.3139292001724243,0.06869067996740341,0.3265831768512726,0.14431270956993103,0.3316589891910553,0
0.19123408198356628,0.38734176754951477,0.3054691553115845,0.0038528747390955687,0.8057100176811218,0.19789133965969086,0.6846617460250854,0.023317012935876846,0.22227497398853302,0.7057441473007202,0.8864766955375671,0.7147413492202759,0.25654080510139465,0.15021269023418427,0.001879767281934619,0.39630553126335144,1.7196241617202759,0.03985406830906868,0.5113509297370911,0.0357973575592041,0.20302917063236237,0
0.06363710016012192,0.40494728088378906,0.27889284491539,0.2247978150844574,0.24585853517055511,0.2482571303844452,0.1222258135676384,0.007761870510876179,0.0926712229847908,0.27725574374198914,1.9050019979476929,0.24028043448925018,0.039847806096076965,0.10249064862728119,0.18743419647216797,0.5421053767204285,1.0885512828826904,0.034193918108940125,0.06516509503126144,0.13690297305583954,1.0250190496444702,1
0.14778801798820496,0.30324089527130127,0.08458010852336884,0.1454523503780365,0.40883708000183105,0.05019759759306908,0.2742743492126465,0.029854655265808105,0.05402347818017006,0.11588650196790695,1.4677098989486694,0.5147214531898499,0.10986323654651642,0.06571896374225616,0.37434351444244385,0.29952457547187805,1.4368689060211182,0.017505135387182236,0.0016255227383226156,0.02856089547276497,1.0209269523620605,1
0.06486743688583374,0.5306631326675415,0.16919147968292236,0.07662266492843628,0.2507452964782715,0.19948436319828033,0.11539135873317719,0.016547512263059616,0.06674264371395111,0.2938220202922821,1.9723451137542725,0.18178699910640717,0.06251974403858185,0.027024507522583008,0.2739560008049011,0.38840341567993164,1.077363133430481,0.011314166709780693,0.018035778775811195,0.20229576528072357,1.2780011892318726,1
0.21108736097812653,0.18602856993675232,0.17957815527915955,0.09446189552545547,0.8601633310317993,0.03283277153968811,0.4055996239185333,0.045483026653528214,0.0682927668094635,0.004810506943613291,0.9633551239967346,0.31033259630203247,0.34823161363601685,0.08950945734977722,0.08441922813653946,0.6395928859710693,2.1376430988311768,0.14854207634925842,0.04077793285250664,0.2772713899612427,0.33150917291641235,1
0.23050375282764435,0.07594533264636993,0.2960282564163208,0.02399539202451706,0.5256354212760925,0.25361207127571106,0.4844302535057068,0.05756755173206329,0.005049924366176128,0.027085082605481148,1.0415794849395752,0.3163699209690094,0.2932577431201935,0.0786585807800293,0.045444753021001816,0.7044603228569031,1.5194180011749268,0.07588738948106766,0.023992247879505157,0.38625118136405945,0.44034290313720703,1
0.04694361612200737,0.16483758389949799,0.2478843778371811,0.03584368899464607,0.4323846995830536,0.14835694432258606,0.23229381442070007,0.10339273512363434,0.0085517643019557,0.08534324169158936,0.8581371903419495,0.5599313974380493,0.0643220767378807,0.12688404321670532,0.13607054948806763,0.557272732257843,1.1598149538040161,0.19199545681476593,0.14053849875926971,0.029990140348672867,0.23928114771842957,1
0.2458614706993103,0.48604246973991394,0.29616931080818176,0.012702430598437786,0.7431310415267944,0.29866254329681396,0.5203370451927185,0.03846115618944168,0.11975762993097305,0.6336259841918945,1.0279871225357056,0.4458411931991577,0.10124180465936661,0.07203549146652222,0.020031839609146118,0.5241195559501648,1.3917787075042725,0.038366906344890594,0.5342985987663269,0.07719150930643082,0.295169472694397,0
0.060896191745996475,0.23020640015602112,0.15538166463375092,0.07113001495599747,0.4316362142562866,0.12106018513441086,0.20086590945720673,0.00817084964364767,0.14684879779815674,0.09054138511419296,1.5458226203918457,0.38342079520225525,0.21136930584907532,0.10333526879549026,0.3600924015045166,0.3244624137878418,1.0024417638778687,0.10104193538427353,0.012199459597468376,0.0038068315479904413,1.0489063262939453,1
0.1188143789768219,0.34475797414779663,0.10818453133106232,0.00926531944423914,0.4891913831233978,0.13561344146728516,0.15473031997680664,0.03632337972521782,0.06223943084478378,0.012467914260923862,1.2077555656433105,0.3035643398761749,0.031206898391246796,0.030493447557091713,0.6474525928497314,0.22670724987983704,0.851111888885498,0.21938997507095337,0.05944528430700302,0.04342639818787575,0.8482059836387634,1
0.08239229023456573,0.1584126055240631,0.1894187480211258,0.015167796984314919,0.2994304299354553,0.34666189551353455,0.15623722970485687,0.019241981208324432,0.11943761259317398,0.07098636776208878,0.19056805968284607,0.3578581213951111,0.02154521271586418,0.010368367657065392,0.08453264087438583,0.26313745975494385,0.7067387104034424,0.0,0.30741825699806213,0.009399275295436382,0.3071991801261902,0
0.16197893023490906,0.10484098643064499,0.10513261705636978,0.03190173581242561,0.39960306882858276,0.3316221833229065,0.1999693214893341,0.030090894550085068,0.15424560010433197,0.10926928371191025,0.2855294644832611,0.250071257352829,0.0656123161315918,0.05119207501411438,0.14280197024345398,0.1380428671836853,0.6272038221359253,0.0,0.20693743228912354,0.018575187772512436,0.3065032660961151,0
0.19917228817939758,0.07687287032604218,0.36295780539512634,0.14803196489810944,0.6712132096290588,0.19475886225700378,0.32216259837150574,0.07023385912179947,0.15396638214588165,0.16839785873889923,1.3059190511703491,0.45585355162620544,0.6368101239204407,0.21037140488624573,0.09216152131557465,0.8008847236633301,1.9448542594909668,0.107761912047863,0.016732100397348404,0.10183984041213989,0.3707454800605774,1
0.26908260583877563,0.24653564393520355,0.3858158588409424,0.07139358669519424,0.8131272196769714,0.19093675911426544,0.36950069665908813,0.06160146743059158,0.15921643376350403,0.33522194623947144,1.2210065126419067,0.3930276036262512,0.340112566947937,0.12419895827770233,0.1021786481142044,0.8470601439476013,2.1313576698303223,0.14714865386486053,0.09859408438205719,0.356576532125473,0.19359184801578522,1
0.11930344253778458,0.069428950548172,0.1947634369134903,0.11142391711473465,0.33180293440818787,0.2871268391609192,0.046677958220243454,0.013960949145257473,0.1045822873711586,0.05590106546878815,0.5108972191810608,0.11062368750572205,0.022528378292918205,0.014239785261452198,0.026674900203943253,0.19216783344745636,0.93479984998703,0.0,0.2836228311061859,0.030817067250609398,0.331467866897583,0
0.1944567710161209,0.18890035152435303,0.06091693043708801,0.008082276210188866,0.5306939482688904,0.05092693492770195,0.6743877530097961,0.0019832816906273365,0.03984091430902481,0.042770106345415115,0.7706089615821838,0.9741492867469788,0.6679635643959045,0.1212153360247612,0.0430414117872715,0.5598673224449158,1.2301809787750244,0.016245359554886818,0.06172000989317894,0.08756278455257416,0.26890575885772705,0
0.03718234598636627,0.16145166754722595,0.14248059689998627,0.040659189224243164,0.3879547417163849,0.38362663984298706,0.08386821299791336,0.015330251306295395,0.1255180984735489,0.0920126885175705,0.3178456425666809,0.39637014269828796,0.16511081159114838,0.16526959836483002,0.04430638253688812,0.5994848012924194,1.2163935899734497,0.04415179044008255,0.3293953835964203,0.09940318763256073,0.19388991594314575,0
