n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,category
0.40634042024612427,0.33278733491897583,0.14072588086128235,0.013863814063370228,0.7358952164649963,0.11360559612512589,0.5288466215133667,0.010050681419670582,0.21055001020431519,0.4441003203392029,0.6299191117286682,0.7401212453842163,0.2781396210193634,0.14228591322898865,0.007144949398934841,0.3059057593345642,1.402498722076416,0.010978618636727333,0.3532295823097229,0.07577205449342728,0.2576783299446106,0
0.4010867476463318,0.6678609251976013,0.19642800092697144,0.011228217743337154,0.7960911989212036,0.055296193808317184,0.5259087681770325,0.03404645249247551,0.3816661536693573,0.20127145946025848,0.6570591330528259,0.8450608849525452,0.29226401448249817,0.07022497057914734,0.004815811291337013,0.43406346440315247,1.3642871379852295,0.002502556424587965,0.4526420831680298,0.02818484976887703,0.37977734208106995,0
0.35363200306892395,0.6389390826225281,0.1995142251253128,0.05913359671831131,0.664631724357605,0.4682168960571289,0.23072552680969238,0.06444180756807327,0.26648423075675964,0.1602509319782257,1.027451515197754,0.17639979720115662,0.04303198307752609,0.24220357835292816,0.5822951793670654,0.6826447248458862,1.0470633506774902,0.1888786405324936,0.2531402111053467,0.056091584265232086,0.3875266909599304,1
0.2146446704864502,0.27285727858543396,0.11160963773727417,0.0066580940037965775,0.5351811051368713,0.22341272234916687,0.5274066925048828,0.013462609611451626,0.29210713505744934,0.5039739608764648,0.5046358704566956,0.5043277740478516,0.25401148200035095,0.12064670026302338,0.019458115100860596,0.3464924693107605,1.2300076484680176,0.005575212184339762,0.3707125186920166,0.06954308599233627,0.1394796073436737,0
0.05790212005376816,0.15022815763950348,0.1198272705078125,0.00608567800372839,0.5363585352897644,0.09424813091754913,0.34418338537216187,0.015696091577410698,0.09141282737255096,0.06299571692943573,0.7842848896980286,0.502406895160675,0.1918494552373886,0.05200257524847984,0.14731702208518982,0.29135042428970337,1.0356775522232056,0.03034098632633686,0.16359800100326538,0.023435739800333977,0.8403573632240295,0
0.11604558676481247,0.16260480880737305,0.14527501165866852,0.10750307887792587,0.7218015193939209,0.23306462168693542,0.19306093454360962,0.13283361494541168,0.08072130382061005,0.03818647563457489,0.9743619561195374,0.3104866147041321,0.27246466279029846,0.1196729987859726,0.10121553391218185,0.4581063687801361,1.4966368675231934,0.17735831439495087,0.186931774020195,0.15863661468029022,0.2977937161922455,1
0.13518843054771423,0.27752700448036194,0.40063294768333435,0.17026783525943756,0.4040784239768982,0.5801653265953064,0.11145385354757309,0.0044949292205274105,0.21051138639450073,0.4793841540813446,0.3213023841381073,0.3382991552352905,0.07366958260536194,0.050368115305900574,0.052532996982336044,0.6882085800170898,0.8666446805000305,0.04899778589606285,0.7416378259658813,0.026931360363960266,0.0811305046081543,0
0.09380773454904556,0.09950809925794601,0.15647369623184204,0.01548674888908863,0.3977769613265991,0.223533496260643,0.38290935754776,0.008928081020712852,0.1631418764591217,0.14290347695350647,0.4852107763290405,0.4573836028575897,0.02447793260216713,0.062437329441308975,0.05323413759469986,0.29249975085258484,1.074977993965149,0.01169482059776783,0.3209986388683319,0.042664822190999985,0.28068432211875916,0
0.1990956962108612,0.09240233153104782,0.09168464690446854,0.09861519187688828,0.5764276385307312,0.14837370812892914,0.3164978325366974,0.07892226427793503,0.025734173133969307,0.03722968325018883,1.425049901008606,0.17840878665447235,0.20606279373168945,0.08340905606746674,0.16300179064273834,0.3434097170829773,1.9159492254257202,0.09766343235969543,0.042947907000780106,0.3256557881832123,0.5248066782951355,1
0.19861271977424622,0.4955962300300598,0.18440201878547668,0.18533115088939667,0.39399266242980957,0.3691149950027466,0.07915539294481277,0.009161610156297684,0.1695384383201599,0.29595863819122314,1.008659839630127,0.14628851413726807,0.13815127313137054,0.06083137169480324,0.5457877516746521,0.5867949724197388,0.8682135343551636,0.13024458289146423,0.047169044613838196,0.018670588731765747,0.5208550691604614,1
0.22588597238063812,0.32366350293159485,0.11889336258172989,0.03153953328728676,0.44484037160873413,0.3477575480937958,0.37767887115478516,0.01034525129944086,0.1375400274991989,0.5159018039703369,0.6264424920082092,0.5816026329994202,0.09221769869327545,0.05077921599149704,0.0018847009632736444,0.5599647760391235,1.0964467525482178,0.011651980690658092,0.7968262434005737,0.06665293127298355,0.09983299672603607,0
0.06372188031673431,0.2663138210773468,0.07025320082902908,0.03557200729846954,0.47855761647224426,0.19779753684997559,0.1671316921710968,0.027758905664086342,0.031065043061971664,0.08827252686023712,0.9762237071990967,0.2553754150867462,0.10212679207324982,0.012266323901712894,0.4294409453868866,0.275726318359375,0.7397572994232178,0.04606686532497406,0.00968115869909525,0.06406700611114502,0.900241494178772,1
0.17715159058570862,0.28145188093185425,0.16688823699951172,0.06589245796203613,0.559923529624939,0.29025399684906006,0.2604084312915802,0.02571289986371994,0.15884234011173248,0.1945253610610962,0.9599305987358093,0.3692132830619812,0.04672040045261383,0.1278066188097,0.4991016089916229,0.7179762721061707,0.9974490404129028,0.07430118322372437,0.08296144008636475,0.030177494511008263,0.35852518677711487,1
0.09673954546451569,0.5169970393180847,0.14845414459705353,0.048913829028606415,0.4335978925228119,0.22227898240089417,0.4016609489917755,0.00464902026578784,0.08688785135746002,0.403492271900177,1.7972345352172852,0.3153079152107239,0.07008866220712662,0.09924854338169098,0.0991269201040268,0.42435595393180847,1.3712890148162842,0.010039868764579296,0.0446183942258358,0.20320351421833038,0.9487138390541077,1
0.17261740565299988,0.3193992078304291,0.15351325273513794,0.0014737218152731657,0.5064772367477417,0.3550351858139038,0.5694166421890259,0.0014484267449006438,0.12477297335863113,0.121571846306324,0.3537254333496094,0.5591094493865967,0.05124277248978615,0.0849512591958046,0.24387337267398834,0.4716302752494812,1.034641146659851,0.010677293874323368,0.10807593166828156,0.056407246738672256,0.5288404226303101,0
