n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,category
0.2802649140357971,0.3245408535003662,0.235079824924469,0.06282950192689896,0.753369152545929,0.4233258366584778,0.17597657442092896,0.07790616154670715,0.22688321769237518,0.45006850361824036,1.2014390230178833,1
0.11374294757843018,0.4147748053073883,0.07394429296255112,0.0023203135933727026,0.5424752831459045,0.20440877974033356,0.3295641243457794,0.0047020637430250645,0.05334826186299324,0.042649395763874054,0.2048729956150055,0
0.19861271977424622,0.4955962300300598,0.18440201878547668,0.18533115088939667,0.39399266242980957,0.3691149950027466,0.07915539294481277,0.009161610156297684,0.1695384383201599,0.29595863819122314,1.008659839630127,1
0.05587376654148102,0.09970273077487946,0.21711194515228271,0.002045317552983761,0.6091281771659851,0.21479712426662445,0.38540154695510864,0.011018626391887665,0.06041170284152031,0.05533568561077118,0.8492507338523865,0
0.060896191745996475,0.23020640015602112,0.15538166463375092,0.07113001495599747,0.4316362142562866,0.12106018513441086,0.20086590945720673,0.00817084964364767,0.14684879779815674,0.09054138511419296,1.5458226203918457,1
0.21108736097812653,0.18602856993675232,0.17957815527915955,0.09446189552545547,0.8601633310317993,0.03283277153968811,0.4055996239185333,0.045483026653528214,0.0682927668094635,0.004810506943613291,0.9633551239967346,1
0.10438080132007599,0.24182581901550293,0.03285763040184975,0.011295583099126816,0.46766382455825806,0.06212737783789635,0.20599700510501862,0.026932507753372192,0.2815694212913513,0.1169806569814682,0.5571041703224182,0
0.1990956962108612,0.09240233153104782,0.09168464690446854,0.09861519187688828,0.5764276385307312,0.14837370812892914,0.3164978325366974,0.07892226427793503,0.025734173133969307,0.03722968325018883,1.425049901008606,1
0.09380773454904556,0.09950809925794601,0.15647369623184204,0.01548674888908863,0.3977769613265991,0.223533496260643,0.38290935754776,0.008928081020712852,0.1631418764591217,0.14290347695350647,0.4852107763290405,0
0.4010867476463318,0.6678609251976013,0.19642800092697144,0.011228217743337154,0.7960911989212036,0.055296193808317184,0.5259087681770325,0.03404645249247551,0.3816661536693573,0.20127145946025848,0.6570591330528259,0
0.03914586454629898,0.25818607211112976,0.07811231166124344,0.14268529415130615,0.4370522201061249,0.21565566956996918,0.05228240787982941,0.055845003575086594,0.2304399311542511,0.07135900855064392,1.720450520515442,1
0.2893931269645691,0.3745337128639221,0.19006209075450897,0.019074944779276848,0.587364137172699,0.025896793231368065,0.36824125051498413,0.013256894424557686,0.025240281596779823,0.04114886373281479,0.5246521830558777,0
0.2458614706993103,0.48604246973991394,0.29616931080818176,0.012702430598437786,0.7431310415267944,0.29866254329681396,0.5203370451927185,0.03846115618944168,0.11975762993097305,0.6336259841918945,1.0279871225357056,0
0.08239229023456573,0.1584126055240631,0.1894187480211258,0.015167796984314919,0.2994304299354553,0.34666189551353455,0.15623722970485687,0.019241981208324432,0.11943761259317398,0.07098636776208878,0.19056805968284607,0
0.1344248652458191,0.04716921225190163,0.17407208681106567,0.026758529245853424,0.6277684569358826,0.021116644144058228,0.3718859851360321,0.020125987008213997,0.09171693027019501,0.11199358850717545,0.7977913022041321,0
0.06486743688583374,0.5306631326675415,0.16919147968292236,0.07662266492843628,0.2507452964782715,0.19948436319828033,0.11539135873317719,0.016547512263059616,0.06674264371395111,0.2938220202922821,1.9723451137542725,1
0.08332137763500214,0.24972723424434662,0.1641867607831955,0.014609551057219505,0.37855780124664307,0.1826440393924713,0.27874675393104553,0.0033313054591417313,0.04496637359261513,0.032194726169109344,0.5293426513671875,0
0.19917228817939758,0.07687287032604218,0.36295780539512634,0.14803196489810944,0.6712132096290588,0.19475886225700378,0.32216259837150574,0.07023385912179947,0.15396638214588165,0.16839785873889923,1.3059190511703491,1
