n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,category
0.09446189552545547,0.8601633310317993,0.03283277153968811,0.4055996239185333,0.045483026653528214,0.0682927668094635,0.004810506943613291,0.9633551239967346,0.31033259630203247,0.34823161363601685,0.08950945734977722,0.08441922813653946,0.6395928859710693,2.1376430988311768,0.14854207634925842,1
0.06589245796203613,0.559923529624939,0.29025399684906006,0.2604084312915802,0.02571289986371994,0.15884234011173248,0.1945253610610962,0.9599305987358093,0.3692132830619812,0.04672040045261383,0.1278066188097,0.4991016089916229,0.7179762721061707,0.9974490404129028,0.07430118322372437,1
0.026758529245853424,0.6277684569358826,0.021116644144058228,0.3718859851360321,0.020125987008213997,0.09171693027019501,0.11199358850717545,0.7977913022041321,0.9994196891784668,0.4880002439022064,0.06126329302787781,0.007751175668090582,0.380206823348999,1.164563775062561,0.037837352603673935,0
0.03726048767566681,0.5323870778083801,0.33580246567726135,0.18031221628189087,0.013385424390435219,0.24106159806251526,0.47415807843208313,0.2795852720737457,0.3675738275051117,0.17260974645614624,0.060509614646434784,0.017781510949134827,0.5033181309700012,0.918116569519043,0.01629183068871498,0
0.07139358669519424,0.8131272196769714,0.19093675911426544,0.36950069665908813,0.06160146743059158,0.15921643376350403,0.33522194623947144,1.2210065126419067,0.3930276036262512,0.340112566947937,0.12419895827770233,0.1021786481142044,0.8470601439476013,2.1313576698303223,0.14714865386486053,1
0.11990327388048172,0.5979112386703491,0.12164658308029175,0.08408705145120621,0.047069236636161804,0.07431617379188538,0.008136952295899391,0.8049255609512329,0.26588284969329834,0.19156107306480408,0.03237716853618622,0.13014329969882965,0.5019547343254089,1.384250521659851,0.12502971291542053,1
0.03557200729846954,0.47855761647224426,0.19779753684997559,0.1671316921710968,0.027758905664086342,0.031065043061971664,0.08827252686023712,0.9762237071990967,0.2553754150867462,0.10212679207324982,0.012266323901712894,0.4294409453868866,0.275726318359375,0.7397572994232178,0.04606686532497406,1
0.05913359671831131,0.664631724357605,0.4682168960571289,0.23072552680969238,0.06444180756807327,0.26648423075675964,0.1602509319782257,1.027451515197754,0.17639979720115662,0.04303198307752609,0.24220357835292816,0.5822951793670654,0.6826447248458862,1.0470633506774902,0.1888786405324936,1
0.040659189224243164,0.3879547417163849,0.38362663984298706,0.08386821299791336,0.015330251306295395,0.1255180984735489,0.0920126885175705,0.3178456425666809,0.39637014269828796,0.16511081159114838,0.16526959836483002,0.04430638253688812,0.5994848012924194,1.2163935899734497,0.04415179044008255,0
0.0038528747390955687,0.8057100176811218,0.19789133965969086,0.6846617460250854,0.023317012935876846,0.22227497398853302,0.7057441473007202,0.8864766955375671,0.7147413492202759,0.25654080510139465,0.15021269023418427,0.001879767281934619,0.39630553126335144,1.7196241617202759,0.03985406830906868,0
0.10750307887792587,0.7218015193939209,0.23306462168693542,0.19306093454360962,0.13283361494541168,0.08072130382061005,0.03818647563457489,0.9743619561195374,0.3104866147041321,0.27246466279029846,0.1196729987859726,0.10121553391218185,0.4581063687801361,1.4966368675231934,0.17735831439495087,1
0.04033035784959793,0.6341589689254761,0.33745265007019043,0.03298848867416382,0.02084476687014103,0.03996727615594864,0.026791151612997055,1.2566065788269043,0.17037762701511383,0.024166127666831017,0.03827483952045441,0.8073681592941284,0.12135424464941025,0.9522199630737305,0.16559885442256927,1
0.00926531944423914,0.4891913831233978,0.13561344146728516,0.15473031997680664,0.03632337972521782,0.06223943084478378,0.012467914260923862,1.2077555656433105,0.3035643398761749,0.031206898391246796,0.030493447557091713,0.6474525928497314,0.22670724987983704,0.851111888885498,0.21938997507095337,1
0.0066580940037965775,0.5351811051368713,0.22341272234916687,0.5274066925048828,0.013462609611451626,0.29210713505744934,0.5039739608764648,0.5046358704566956,0.5043277740478516,0.25401148200035095,0.12064670026302338,0.019458115100860596,0.3464924693107605,1.2300076484680176,0.005575212184339762,0
0.00920206680893898,0.62021404504776,0.009302892722189426,0.377293199300766,0.011257152073085308,0.03835343196988106,0.04257263243198395,0.5679233074188232,0.7300079464912415,0.6637488007545471,0.08299321681261063,0.03634144738316536,0.6403311491012573,1.5061750411987305,0.1041705533862114,0
0.03693057596683502,0.5180344581604004,0.26892468333244324,0.10957907885313034,0.08820480108261108,0.1241728886961937,0.023328423500061035,0.9556368589401245,0.34821709990501404,0.4349074959754944,0.061225391924381256,0.08192186802625656,0.5267616510391235,1.5495951175689697,0.127569317817688,1
0.09212322533130646,0.47611263394355774,0.13920390605926514,0.6820560693740845,0.08868099749088287,0.07243631780147552,0.3335171043872833,1.3373489379882812,0.5080987215042114,0.20783014595508575,0.27816998958587646,0.05998256802558899,0.6037067770957947,1.9012898206710815,0.03354841470718384,1
0.18533115088939667,0.39399266242980957,0.3691149950027466,0.07915539294481277,0.009161610156297684,0.1695384383201599,0.29595863819122314,1.008659839630127,0.14628851413726807,0.13815127313137054,0.06083137169480324,0.5457877516746521,0.5867949724197388,0.8682135343551636,0.13024458289146423,1
