n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,category
0.06589245796203613,0.559923529624939,0.29025399684906006,0.2604084312915802,0.02571289986371994,0.15884234011173248,0.1945253610610962,0.9599305987358093,0.3692132830619812,0.04672040045261383,1
0.11990327388048172,0.5979112386703491,0.12164658308029175,0.08408705145120621,0.047069236636161804,0.07431617379188538,0.008136952295899391,0.8049255609512329,0.26588284969329834,0.19156107306480408,1
0.019074944779276848,0.587364137172699,0.025896793231368065,0.36824125051498413,0.013256894424557686,0.025240281596779823,0.04114886373281479,0.5246521830558777,0.8109044432640076,0.5239078998565674,0
0.04033035784959793,0.6341589689254761,0.33745265007019043,0.03298848867416382,0.02084476687014103,0.03996727615594864,0.026791151612997055,1.2566065788269043,0.17037762701511383,0.024166127666831017,1
0.07498078048229218,0.49206894636154175,0.35017165541648865,0.16370847821235657,0.0297231487929821,0.21364842355251312,0.23457418382167816,1.3409334421157837,0.1633126586675644,0.08809264749288559,1
0.00920206680893898,0.62021404504776,0.009302892722189426,0.377293199300766,0.011257152073085308,0.03835343196988106,0.04257263243198395,0.5679233074188232,0.7300079464912415,0.6637488007545471,0
0.14803196489810944,0.6712132096290588,0.19475886225700378,0.32216259837150574,0.07023385912179947,0.15396638214588165,0.16839785873889923,1.3059190511703491,0.45585355162620544,0.6368101239204407,1
0.0038528747390955687,0.8057100176811218,0.19789133965969086,0.6846617460250854,0.023317012935876846,0.22227497398853302,0.7057441473007202,0.8864766955375671,0.7147413492202759,0.25654080510139465,0
0.03726048767566681,0.5323870778083801,0.33580246567726135,0.18031221628189087,0.013385424390435219,0.24106159806251526,0.47415807843208313,0.2795852720737457,0.3675738275051117,0.17260974645614624,0
0.03557200729846954,0.47855761647224426,0.19779753684997559,0.1671316921710968,0.027758905664086342,0.031065043061971664,0.08827252686023712,0.9762237071990967,0.2553754150867462,0.10212679207324982,1
0.0014737218152731657,0.5064772367477417,0.3550351858139038,0.5694166421890259,0.0014484267449006438,0.12477297335863113,0.121571846306324,0.3537254333496094,0.5591094493865967,0.05124277248978615,0
0.09212322533130646,0.47611263394355774,0.13920390605926514,0.6820560693740845,0.08868099749088287,0.07243631780147552,0.3335171043872833,1.3373489379882812,0.5080987215042114,0.20783014595508575,1
0.013863814063370228,0.7358952164649963,0.11360559612512589,0.5288466215133667,0.010050681419670582,0.21055001020431519,0.4441003203392029,0.6299191117286682,0.7401212453842163,0.2781396210193634,0
0.18533115088939667,0.39399266242980957,0.3691149950027466,0.07915539294481277,0.009161610156297684,0.1695384383201599,0.29595863819122314,1.008659839630127,0.14628851413726807,0.13815127313137054,1
0.026758529245853424,0.6277684569358826,0.021116644144058228,0.3718859851360321,0.020125987008213997,0.09171693027019501,0.11199358850717545,0.7977913022041321,0.9994196891784668,0.4880002439022064,0
0.0012453512754291296,0.7840667366981506,0.14765600860118866,0.2782372832298279,0.012678657658398151,0.022016972303390503,0.09104347229003906,1.0283933877944946,0.43748658895492554,0.05683084577322006,0
0.051514532417058945,0.3667600750923157,0.2607862651348114,0.438082754611969,0.015373552218079567,0.21816131472587585,0.5441713333129883,0.28584545850753784,0.5663488507270813,0.20036964118480682,0
0.012702430598437786,0.7431310415267944,0.29866254329681396,0.5203370451927185,0.03846115618944168,0.11975762993097305,0.6336259841918945,1.0279871225357056,0.4458411931991577,0.10124180465936661,0
