n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,category
0.5473018288612366,0.00436363834887743,0.05583781376481056,0.23792175948619843,0.028152575716376305,0.11399964988231659,0.18556250631809235,0.21108736097812653,0.18602856993675232,0.17957815527915955,0.09446189552545547,1
0.5888037085533142,0.0029181335121393204,0.01862723007798195,0.14377903938293457,0.0073876576498150826,0.0439470149576664,0.23899540305137634,0.2146446704864502,0.27285727858543396,0.11160963773727417,0.0066580940037965775,0
1.2998600006103516,0.2179832011461258,0.0410364493727684,0.05883301794528961,0.021713534370064735,0.16017156839370728,0.1785348355770111,0.08461399376392365,0.17425379157066345,0.23693767189979553,0.0012453512754291296,0
0.2831430733203888,0.03539351373910904,0.0024168333038687706,0.4908776879310608,0.03208070248365402,0.05905808508396149,0.3595159351825714,0.07849739491939545,0.19030635058879852,0.12700510025024414,0.02067611739039421,1
1.1445081233978271,0.2713715434074402,0.1900075376033783,0.0742419883608818,0.061672598123550415,0.25548166036605835,0.23302118480205536,0.04120423272252083,0.17868493497371674,0.19372443854808807,0.0009886780753731728,0
0.7845970392227173,0.1069956049323082,0.181077241897583,0.12849411368370056,0.06394188106060028,0.3052707016468048,0.23615284264087677,0.17261740565299988,0.3193992078304291,0.15351325273513794,0.0014737218152731657,0
0.40225350856781006,0.14302374422550201,0.13043120503425598,0.2520006000995636,0.25813496112823486,0.07682333141565323,0.11544544994831085,0.19917228817939758,0.07687287032604218,0.36295780539512634,0.14803196489810944,1
0.33029258251190186,0.023374488577246666,0.007370118051767349,0.14609503746032715,0.17144806683063507,0.10771575570106506,0.2997455894947052,0.17715159058570862,0.28145188093185425,0.16688823699951172,0.06589245796203613,1
0.7560918927192688,0.23579400777816772,0.44445380568504333,0.0175020769238472,0.1983473300933838,0.23575663566589355,0.5237988829612732,0.06363710016012192,0.40494728088378906,0.27889284491539,0.2247978150844574,1
0.38879746198654175,0.016092920675873756,0.009398054331541061,0.075894296169281,0.24995383620262146,0.052248116582632065,0.3330668807029724,0.35363200306892395,0.6389390826225281,0.1995142251253128,0.05913359671831131,1
0.38260617852211,0.12116532772779465,0.08550860732793808,0.2413562685251236,0.09050921350717545,0.0251340102404356,0.0895920991897583,0.21344095468521118,0.1908029317855835,0.38077235221862793,0.21821531653404236,1
0.38337045907974243,0.030094502493739128,0.08678495138883591,0.05278235301375389,0.24697020649909973,0.05972639098763466,0.11892619729042053,0.19042719900608063,0.1411232054233551,0.2923189401626587,0.09212322533130646,1
0.9217948913574219,0.06364846229553223,0.01274633128196001,0.3694103956222534,0.013709193095564842,0.08959823101758957,0.19181494414806366,0.2893931269645691,0.3745337128639221,0.19006209075450897,0.019074944779276848,0
0.6868912577629089,0.04390541836619377,0.0069672539830207825,0.2816806137561798,0.16580310463905334,0.10852491110563278,0.18100206553936005,0.40634042024612427,0.33278733491897583,0.14072588086128235,0.013863814063370228,0
0.7274693250656128,0.10347820073366165,0.22161780297756195,0.02292691171169281,0.011551382020115852,0.1792653501033783,0.39460301399230957,0.09380773454904556,0.09950809925794601,0.15647369623184204,0.01548674888908863,0
0.7021939754486084,0.023089447990059853,0.08261840790510178,0.4995599687099457,0.023510679602622986,0.2202846258878708,0.26739731431007385,0.2744068503379822,0.4060249626636505,0.2469758540391922,0.09245440363883972,1
0.6598162651062012,0.06439448148012161,0.3501074016094208,0.0,0.24448679387569427,0.3538039028644562,0.15121513605117798,0.14778801798820496,0.30324089527130127,0.08458010852336884,0.1454523503780365,1
0.6375000476837158,0.057143684476614,0.15995082259178162,0.03470803052186966,0.051651567220687866,0.1115453764796257,0.34016844630241394,0.16197893023490906,0.10484098643064499,0.10513261705636978,0.03190173581242561,0
1.0012564659118652,0.11521540582180023,0.06505293399095535,0.13566453754901886,0.12447212636470795,0.2004660964012146,0.14187607169151306,0.1188143789768219,0.34475797414779663,0.10818453133106232,0.00926531944423914,1
1.1555265188217163,0.09843260049819946,0.06422260403633118,0.09893439710140228,0.198048934340477,0.18399496376514435,0.11816400289535522,0.07161080837249756,0.27011963725090027,0.05135391652584076,0.009125210344791412,1
0.31645771861076355,0.030530499294400215,0.01908724755048752,0.5540750026702881,0.004697497468441725,0.05835387855768204,0.2610694169998169,0.3332270085811615,0.23539017140865326,0.1906299889087677,0.03726048767566681,0
0.6644042730331421,0.2697030007839203,0.2781883478164673,0.013293679803609848,0.16542993485927582,0.18551595509052277,0.48066446185112,0.06486743688583374,0.5306631326675415,0.16919147968292236,0.07662266492843628,1
0.9341883063316345,0.13223430514335632,0.3748743236064911,4.94825653731823e-05,0.24853304028511047,0.24186106026172638,0.2348792403936386,0.060896191745996475,0.23020640015602112,0.15538166463375092,0.07113001495599747,1
