n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,category
0.1344248652458191,0.04716921225190163,0.17407208681106567,0.026758529245853424,0.6277684569358826,0.021116644144058228,0.3718859851360321,0.020125987008213997,0.09171693027019501,0.11199358850717545,0.7977913022041321,0.9994196891784668,0.4880002439022064,0
0.1188143789768219,0.34475797414779663,0.10818453133106232,0.00926531944423914,0.4891913831233978,0.13561344146728516,0.15473031997680664,0.03632337972521782,0.06223943084478378,0.012467914260923862,1.2077555656433105,0.3035643398761749,0.031206898391246796,1
0.19917228817939758,0.07687287032604218,0.36295780539512634,0.14803196489810944,0.6712132096290588,0.19475886225700378,0.32216259837150574,0.07023385912179947,0.15396638214588165,0.16839785873889923,1.3059190511703491,0.45585355162620544,0.6368101239204407,1
0.3332270085811615,0.23539017140865326,0.1906299889087677,0.03726048767566681,0.5323870778083801,0.33580246567726135,0.18031221628189087,0.013385424390435219,0.24106159806251526,0.47415807843208313,0.2795852720737457,0.3675738275051117,0.17260974645614624,0
0.19861271977424622,0.4955962300300598,0.18440201878547668,0.18533115088939667,0.39399266242980957,0.3691149950027466,0.07915539294481277,0.009161610156297684,0.1695384383201599,0.29595863819122314,1.008659839630127,0.14628851413726807,0.13815127313137054,1
0.06486743688583374,0.5306631326675415,0.16919147968292236,0.07662266492843628,0.2507452964782715,0.19948436319828033,0.11539135873317719,0.016547512263059616,0.06674264371395111,0.2938220202922821,1.9723451137542725,0.18178699910640717,0.06251974403858185,1
0.14778801798820496,0.30324089527130127,0.08458010852336884,0.1454523503780365,0.40883708000183105,0.05019759759306908,0.2742743492126465,0.029854655265808105,0.05402347818017006,0.11588650196790695,1.4677098989486694,0.5147214531898499,0.10986323654651642,1
0.06356615573167801,0.35040348768234253,0.06875789910554886,0.11990327388048172,0.5979112386703491,0.12164658308029175,0.08408705145120621,0.047069236636161804,0.07431617379188538,0.008136952295899391,0.8049255609512329,0.26588284969329834,0.19156107306480408,1
0.18569345772266388,0.14379386603832245,0.13486936688423157,0.12035264074802399,0.6726365685462952,0.4437125623226166,0.10164980590343475,0.09803140163421631,0.2156459391117096,0.18526485562324524,1.1472223997116089,0.07274957001209259,0.1461174190044403,1
0.13913652300834656,0.32209649682044983,0.18491145968437195,0.051514532417058945,0.3667600750923157,0.2607862651348114,0.438082754611969,0.015373552218079567,0.21816131472587585,0.5441713333129883,0.28584545850753784,0.5663488507270813,0.20036964118480682,0
0.05790212005376816,0.15022815763950348,0.1198272705078125,0.00608567800372839,0.5363585352897644,0.09424813091754913,0.34418338537216187,0.015696091577410698,0.09141282737255096,0.06299571692943573,0.7842848896980286,0.502406895160675,0.1918494552373886,0
0.1944567710161209,0.18890035152435303,0.06091693043708801,0.008082276210188866,0.5306939482688904,0.05092693492770195,0.6743877530097961,0.0019832816906273365,0.03984091430902481,0.042770106345415115,0.7706089615821838,0.9741492867469788,0.6679635643959045,0
0.09373322129249573,0.2584381401538849,0.3162376284599304,0.00920206680893898,0.62021404504776,0.009302892722189426,0.377293199300766,0.011257152073085308,0.03835343196988106,0.04257263243198395,0.5679233074188232,0.7300079464912415,0.6637488007545471,0
0.2802649140357971,0.3245408535003662,0.235079824924469,0.06282950192689896,0.753369152545929,0.4233258366584778,0.17597657442092896,0.07790616154670715,0.22688321769237518,0.45006850361824036,1.2014390230178833,0.2678675651550293,0.044641874730587006,1
0.2146446704864502,0.27285727858543396,0.11160963773727417,0.0066580940037965775,0.5351811051368713,0.22341272234916687,0.5274066925048828,0.013462609611451626,0.29210713505744934,0.5039739608764648,0.5046358704566956,0.5043277740478516,0.25401148200035095,0
0.40634042024612427,0.33278733491897583,0.14072588086128235,0.013863814063370228,0.7358952164649963,0.11360559612512589,0.5288466215133667,0.010050681419670582,0.21055001020431519,0.4441003203392029,0.6299191117286682,0.7401212453842163,0.2781396210193634,0
0.2893931269645691,0.3745337128639221,0.19006209075450897,0.019074944779276848,0.587364137172699,0.025896793231368065,0.36824125051498413,0.013256894424557686,0.025240281596779823,0.04114886373281479,0.5246521830558777,0.8109044432640076,0.5239078998565674,0
0.19123408198356628,0.38734176754951477,0.3054691553115845,0.0038528747390955687,0.8057100176811218,0.19789133965969086,0.6846617460250854,0.023317012935876846,0.22227497398853302,0.7057441473007202,0.8864766955375671,0.7147413492202759,0.25654080510139465,0
