n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,category
0.34196001291275024,0.1881335973739624,0.18398864567279816,0.07498078048229218,0.49206894636154175,0.35017165541648865,0.16370847821235657,0.0297231487929821,0.21364842355251312,0.23457418382167816,1.3409334421157837,0.1633126586675644,0.08809264749288559,0.09205034375190735,0.5610846281051636,1
0.18569345772266388,0.14379386603832245,0.13486936688423157,0.12035264074802399,0.6726365685462952,0.4437125623226166,0.10164980590343475,0.09803140163421631,0.2156459391117096,0.18526485562324524,1.1472223997116089,0.07274957001209259,0.1461174190044403,0.07690601050853729,0.3666269779205322,1
0.052932821214199066,0.4961831569671631,0.02765878103673458,0.04033035784959793,0.6341589689254761,0.33745265007019043,0.03298848867416382,0.02084476687014103,0.03996727615594864,0.026791151612997055,1.2566065788269043,0.17037762701511383,0.024166127666831017,0.03827483952045441,0.8073681592941284,1
0.06356615573167801,0.35040348768234253,0.06875789910554886,0.11990327388048172,0.5979112386703491,0.12164658308029175,0.08408705145120621,0.047069236636161804,0.07431617379188538,0.008136952295899391,0.8049255609512329,0.26588284969329834,0.19156107306480408,0.03237716853618622,0.13014329969882965,1
0.09673954546451569,0.5169970393180847,0.14845414459705353,0.048913829028606415,0.4335978925228119,0.22227898240089417,0.4016609489917755,0.00464902026578784,0.08688785135746002,0.403492271900177,1.7972345352172852,0.3153079152107239,0.07008866220712662,0.09924854338169098,0.0991269201040268,1
0.11374294757843018,0.4147748053073883,0.07394429296255112,0.0023203135933727026,0.5424752831459045,0.20440877974033356,0.3295641243457794,0.0047020637430250645,0.05334826186299324,0.042649395763874054,0.2048729956150055,0.7941772937774658,0.17179475724697113,0.1128109022974968,0.036032337695360184,0
0.23050375282764435,0.07594533264636993,0.2960282564163208,0.02399539202451706,0.5256354212760925,0.25361207127571106,0.4844302535057068,0.05756755173206329,0.005049924366176128,0.027085082605481148,1.0415794849395752,0.3163699209690094,0.2932577431201935,0.0786585807800293,0.045444753021001816,1
0.17715159058570862,0.28145188093185425,0.16688823699951172,0.06589245796203613,0.559923529624939,0.29025399684906006,0.2604084312915802,0.02571289986371994,0.15884234011173248,0.1945253610610962,0.9599305987358093,0.3692132830619812,0.04672040045261383,0.1278066188097,0.4991016089916229,1
0.11604558676481247,0.16260480880737305,0.14527501165866852,0.10750307887792587,0.7218015193939209,0.23306462168693542,0.19306093454360962,0.13283361494541168,0.08072130382061005,0.03818647563457489,0.9743619561195374,0.3104866147041321,0.27246466279029846,0.1196729987859726,0.10121553391218185,1
0.04120423272252083,0.17868493497371674,0.19372443854808807,0.0009886780753731728,1.0975662469863892,0.20333331823349,0.42378702759742737,0.10820045322179794,0.05243714526295662,0.12260276824235916,0.9657090902328491,0.575554370880127,0.13310936093330383,0.08635299652814865,0.11460503935813904,0
0.07697821408510208,0.4577260911464691,0.22125175595283508,0.09077069908380508,0.38246479630470276,0.2334255576133728,0.19695639610290527,0.008651740849018097,0.11757884919643402,0.3556458055973053,1.5131336450576782,0.25624579191207886,0.10150215029716492,0.1384512484073639,0.21884863078594208,1
0.06486743688583374,0.5306631326675415,0.16919147968292236,0.07662266492843628,0.2507452964782715,0.19948436319828033,0.11539135873317719,0.016547512263059616,0.06674264371395111,0.2938220202922821,1.9723451137542725,0.18178699910640717,0.06251974403858185,0.027024507522583008,0.2739560008049011,1
0.11930344253778458,0.069428950548172,0.1947634369134903,0.11142391711473465,0.33180293440818787,0.2871268391609192,0.046677958220243454,0.013960949145257473,0.1045822873711586,0.05590106546878815,0.5108972191810608,0.11062368750572205,0.022528378292918205,0.014239785261452198,0.026674900203943253,0
0.04694361612200737,0.16483758389949799,0.2478843778371811,0.03584368899464607,0.4323846995830536,0.14835694432258606,0.23229381442070007,0.10339273512363434,0.0085517643019557,0.08534324169158936,0.8581371903419495,0.5599313974380493,0.0643220767378807,0.12688404321670532,0.13607054948806763,1
0.21344095468521118,0.1908029317855835,0.38077235221862793,0.21821531653404236,0.5386834144592285,0.2833392918109894,0.309556782245636,0.04965977370738983,0.14980024099349976,0.2567210793495178,0.9373087286949158,0.5975081324577332,0.2695031762123108,0.08635535091161728,0.042829155921936035,1
0.35363200306892395,0.6389390826225281,0.1995142251253128,0.05913359671831131,0.664631724357605,0.4682168960571289,0.23072552680969238,0.06444180756807327,0.26648423075675964,0.1602509319782257,1.027451515197754,0.17639979720115662,0.04303198307752609,0.24220357835292816,0.5822951793670654,1
0.08461399376392365,0.17425379157066345,0.23693767189979553,0.0012453512754291296,0.7840667366981506,0.14765600860118866,0.2782372832298279,0.012678657658398151,0.022016972303390503,0.09104347229003906,1.0283933877944946,0.43748658895492554,0.05683084577322006,0.06504374742507935,0.06761609762907028,0
0.4010867476463318,0.6678609251976013,0.19642800092697144,0.011228217743337154,0.7960911989212036,0.055296193808317184,0.5259087681770325,0.03404645249247551,0.3816661536693573,0.20127145946025848,0.6570591330528259,0.8450608849525452,0.29226401448249817,0.07022497057914734,0.004815811291337013,0
